brandCode,code,name,vesselTypeCode,yearFrom,yearTo,lengthMeters,isActive,source,needsReview
BENETEAU,OCEANIS_38,Oceanis 38,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,OCEANIS_41,Oceanis 41,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,OCEANIS_43,Oceanis 43,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,OCEANIS_45,Oceanis 45,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,OCEANIS_48,Oceanis 48,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,OCEANIS_50,Oceanis 50,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,OCEANIS_55,Oceanis 55,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,OCEANIS_58,Oceanis 58,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_14,First 14,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_18,First 18,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_24,First 24,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_27,First 27,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_36,First 36,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_44,First 44,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_53,First 53,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_210,First 210,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_235,First 235,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_260,First 260,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_285,First 285,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_310,First 310,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_375,First 375,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_405,First 405,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,FIRST_456,First 456,SAILING_BOAT,,,,True,https://www.beneteau.com/,True
BENETEAU,ANTARES_7,Antares 7,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,ANTARES_8,Antares 8,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,ANTARES_9,Antares 9,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,ANTARES_11,Antares 11,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,ANTARES_12,Antares 12,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,GRAN_TURISMO_32,Gran Turismo 32,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,GRAN_TURISMO_36,Gran Turismo 36,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,GRAN_TURISMO_41,Gran Turismo 41,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,GRAN_TURISMO_45,Gran Turismo 45,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,SWIFT_TRAWLER_35,Swift Trawler 35,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,SWIFT_TRAWLER_41,Swift Trawler 41,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,SWIFT_TRAWLER_44,Swift Trawler 44,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,SWIFT_TRAWLER_48,Swift Trawler 48,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,SWIFT_TRAWLER_54,Swift Trawler 54,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,FLYER_6,Flyer 6,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,FLYER_7,Flyer 7,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,FLYER_8,Flyer 8,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,FLYER_9,Flyer 9,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,BARRACUDA_7,Barracuda 7,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,BARRACUDA_8,Barracuda 8,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
BENETEAU,BARRACUDA_9,Barracuda 9,MOTOR_YACHT,,,,True,https://www.beneteau.com/,True
JEANNEAU,SUN_ODYSSEY_350,Sun Odyssey 350,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_380,Sun Odyssey 380,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_410,Sun Odyssey 410,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_440,Sun Odyssey 440,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_490,Sun Odyssey 490,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_319,Sun Odyssey 319,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_349,Sun Odyssey 349,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_389,Sun Odyssey 389,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_419,Sun Odyssey 419,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_449,Sun Odyssey 449,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_479,Sun Odyssey 479,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_509,Sun Odyssey 509,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_519,Sun Odyssey 519,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_ODYSSEY_539,Sun Odyssey 539,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_FAST_30_OD,Sun Fast 30 OD,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_FAST_3300,Sun Fast 3300,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_FAST_3600,Sun Fast 3600,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,SUN_FAST_3200,Sun Fast 3200,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,JEANNEAU_YACHTS_55,Jeanneau Yachts 55,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,JEANNEAU_YACHTS_60,Jeanneau Yachts 60,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,JEANNEAU_YACHTS_65,Jeanneau Yachts 65,SAILING_BOAT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,MERRY_FISHER_605,Merry Fisher 605,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,MERRY_FISHER_695,Merry Fisher 695,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,MERRY_FISHER_795,Merry Fisher 795,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,MERRY_FISHER_895,Merry Fisher 895,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,MERRY_FISHER_1095,Merry Fisher 1095,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,MERRY_FISHER_1295,Merry Fisher 1295,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,CAP_CAMARAT_5_5,Cap Camarat 5.5,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,CAP_CAMARAT_6_5,Cap Camarat 6.5,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,CAP_CAMARAT_7_5,Cap Camarat 7.5,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,CAP_CAMARAT_9_0,Cap Camarat 9.0,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,CAP_CAMARAT_10_5,Cap Camarat 10.5,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,LEADER_30,Leader 30,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,LEADER_33,Leader 33,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,LEADER_36,Leader 36,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,LEADER_40,Leader 40,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,LEADER_46,Leader 46,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,NC_895,NC 895,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,NC_1095,NC 1095,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,NC_37,NC 37,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,DB_37,DB 37,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
JEANNEAU,DB_43,DB 43,MOTOR_YACHT,,,,True,https://www.jeanneau.com/,True
BAVARIA_YACHTS,CRUISER_34,Cruiser 34,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,CRUISER_37,Cruiser 37,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,CRUISER_41,Cruiser 41,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,CRUISER_46,Cruiser 46,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,CRUISER_51,Cruiser 51,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,C38,C38,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,C42,C42,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,C45,C45,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,C50,C50,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,C57,C57,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,BAVARIA_32,Bavaria 32,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,BAVARIA_36,Bavaria 36,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,BAVARIA_40,Bavaria 40,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,BAVARIA_44,Bavaria 44,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,BAVARIA_49,Bavaria 49,SAILING_BOAT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,SR33,SR33,MOTOR_YACHT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,SR36,SR36,MOTOR_YACHT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,SR41,SR41,MOTOR_YACHT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,VIDA_33,Vida 33,MOTOR_YACHT,,,,True,https://www.bavariayachts.com/,True
BAVARIA_YACHTS,BAVARIA_VIRTESS_420,Bavaria Virtess 420,MOTOR_YACHT,,,,True,https://www.bavariayachts.com/,True
HANSE,HANSE_348,Hanse 348,SAILING_BOAT,,,10.4,True,https://www.hanseyachts.com/,True
HANSE,HANSE_388,Hanse 388,SAILING_BOAT,,,11.5,True,https://www.hanseyachts.com/,True
HANSE,HANSE_418,Hanse 418,SAILING_BOAT,,,12.4,True,https://www.hanseyachts.com/,True
HANSE,HANSE_460,Hanse 460,SAILING_BOAT,,,14.0,True,https://www.hanseyachts.com/,True
HANSE,HANSE_510,Hanse 510,SAILING_BOAT,,,15.0,True,https://www.hanseyachts.com/,True
HANSE,HANSE_548,Hanse 548,SAILING_BOAT,,,16.4,True,https://www.hanseyachts.com/,True
HANSE,HANSE_315,Hanse 315,SAILING_BOAT,,,,True,https://www.hanseyachts.com/,True
HANSE,HANSE_385,Hanse 385,SAILING_BOAT,,,,True,https://www.hanseyachts.com/,True
HANSE,HANSE_415,Hanse 415,SAILING_BOAT,,,,True,https://www.hanseyachts.com/,True
HANSE,HANSE_455,Hanse 455,SAILING_BOAT,,,,True,https://www.hanseyachts.com/,True
HANSE,HANSE_505,Hanse 505,SAILING_BOAT,,,,True,https://www.hanseyachts.com/,True
HANSE,HANSE_588,Hanse 588,SAILING_BOAT,,,,True,https://www.hanseyachts.com/,True
HANSE,HANSE_675,Hanse 675,SAILING_BOAT,,,,True,https://www.hanseyachts.com/,True
DUFOUR,DUFOUR_37,Dufour 37,SAILING_BOAT,2022,,11.2,True,https://www.dufour-yachts.com/,False
DUFOUR,DUFOUR_390,Dufour 390,SAILING_BOAT,,,11.9,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_430,Dufour 430,SAILING_BOAT,2019,,12.8,True,https://www.dufour-yachts.com/,False
DUFOUR,DUFOUR_470,Dufour 470,SAILING_BOAT,2021,,14.1,True,https://www.dufour-yachts.com/,False
DUFOUR,DUFOUR_530,Dufour 530,SAILING_BOAT,2020,,15.8,True,https://www.dufour-yachts.com/,False
DUFOUR,DUFOUR_61,Dufour 61,SAILING_BOAT,,,18.6,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_310,Dufour 310,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_350,Dufour 350,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_360,Dufour 360,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_382,Dufour 382,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_412,Dufour 412,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_460,Dufour 460,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_512,Dufour 512,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_520,Dufour 520,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
DUFOUR,DUFOUR_560,Dufour 560,SAILING_BOAT,,,,True,https://www.dufour-yachts.com/,True
ELAN,IMPRESSION_40_1,Impression 40.1,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,IMPRESSION_43,Impression 43,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,IMPRESSION_45_1,Impression 45.1,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,IMPRESSION_50_1,Impression 50.1,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,E4,E4,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,E5,E5,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,E6,E6,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,GT5,GT5,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,GT6,GT6,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,GT6_EXPLORER,GT6 Explorer,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,S4,S4,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
ELAN,S5,S5,SAILING_BOAT,,,,True,https://elan-yachts.com/,True
X_YACHTS,XC_38,Xc 38,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,XC_42,Xc 42,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,XP_44,Xp 44,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,X4_0,X4^0,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,X4_3,X4^3,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,X4_6,X4^6,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,X4_9,X4^9,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,X5_6,X5^6,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,X6_5,X6^5,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,XR_41,Xr 41,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,X_YACHTS_X_43,X-Yachts X-43,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
X_YACHTS,X_YACHTS_X_46,X-Yachts X-46,SAILING_BOAT,,,,True,https://www.x-yachts.com/,True
GRAND_SOLEIL,GRAND_SOLEIL_34,Grand Soleil 34,SAILING_BOAT,,,,True,https://www.grandsoleil.net/,True
GRAND_SOLEIL,GRAND_SOLEIL_40,Grand Soleil 40,SAILING_BOAT,,,12.0,True,https://www.grandsoleil.net/,True
GRAND_SOLEIL,GRAND_SOLEIL_44,Grand Soleil 44,SAILING_BOAT,,,,True,https://www.grandsoleil.net/,True
GRAND_SOLEIL,GRAND_SOLEIL_52,Grand Soleil 52,SAILING_BOAT,,,15.8,True,https://www.grandsoleil.net/,True
GRAND_SOLEIL,GRAND_SOLEIL_42_LC,Grand Soleil 42 LC,SAILING_BOAT,,,,True,https://www.grandsoleil.net/,True
GRAND_SOLEIL,GRAND_SOLEIL_46_LC,Grand Soleil 46 LC,SAILING_BOAT,,,,True,https://www.grandsoleil.net/,True
GRAND_SOLEIL,GRAND_SOLEIL_58,Grand Soleil 58,SAILING_BOAT,,,,True,https://www.grandsoleil.net/,True
GRAND_SOLEIL,GRAND_SOLEIL_65_LC,Grand Soleil 65 LC,SAILING_BOAT,,,,True,https://www.grandsoleil.net/,True
GRAND_SOLEIL,GRAND_SOLEIL_72,Grand Soleil 72,SAILING_BOAT,,,,True,https://www.grandsoleil.net/,True
HALLBERG_RASSY,HR_340,HR 340,SAILING_BOAT,,,10.4,True,https://www.hallberg-rassy.com/,True
HALLBERG_RASSY,HR_40C,HR 40C,SAILING_BOAT,,,,True,https://www.hallberg-rassy.com/,True
HALLBERG_RASSY,HR_40,HR 40,SAILING_BOAT,,,12.4,True,https://www.hallberg-rassy.com/,True
HALLBERG_RASSY,HR_44,HR 44,SAILING_BOAT,,,13.7,True,https://www.hallberg-rassy.com/,True
